Time,Game,Author,Text,Label
2025-07-28T16:10:27.507542+00:00,CSGO,aryan,half life 3 when?,0
2025-07-28T16:10:27.745373+00:00,CSGO,Johnny Blaxxx,dont to NAVI!,0
2025-07-28T16:10:28.079585+00:00,CSGO,Tank Top,holy effort huge W ad,0
2025-07-28T16:10:28.982299+00:00,CSGO,El_Lulaa,the office if it was peak,0
2025-07-28T16:10:30.652429+00:00,CSGO,Paranoid Oneiroid,embarrassing,0
2025-07-28T16:10:32.09903+00:00,CSGO,FelkovX,No communication,1
2025-07-28T16:10:32.69671+00:00,CSGO,australiumlover,No coordination,1
2025-07-28T16:10:34.111358+00:00,CSGO,Abhishek Chauhan,DONK and SHIRO to navi,0
2025-07-28T16:10:35.04668+00:00,CSGO,MITH,haha chad,0
2025-07-28T16:10:35.345083+00:00,CSGO,Kelvinini,who the hell holds the pen like that,0
2025-07-28T16:10:41.172289+00:00,CSGO,b k,what the heck donk:eyes-purple-crying::eyes-purple-crying::eyes-purple-crying::eyes-purple-crying::eyes-purple-crying:,0
2025-07-28T16:10:42.208067+00:00,CSGO,Baba Yaga,whos next game?,0
2025-07-28T16:10:43.252419+00:00,CSGO,5k00n5,3Klick is a perv,1
2025-07-28T16:10:43.956577+00:00,CSGO,GMobile Highlight,DONK SOLOS AURORA,0
2025-07-28T16:10:44.638079+00:00,CSGO,OG,:text-green-game-over:,0
2025-07-28T16:10:48.590186+00:00,CSGO,MrPaxter,th0rin greatest of all time,0
2025-07-28T16:10:52.886926+00:00,CSGO,SBald,@CarlJohnson yep,0
2025-07-28T16:10:54.335278+00:00,CSGO,thisandablunt,haha THE OFFICE LMAOOOOOOOOOOOOOO,0
2025-07-28T16:11:08.227523+00:00,CSGO,Joz1 Farkaš,DONK solo leveling,0
2025-07-28T16:11:10.307513+00:00,CSGO,GMobile Highlight,DONK AURA FARMING,0
2025-07-28T16:11:10.854897+00:00,CSGO,tralza,"ok, this time falcons win, right?",0
2025-07-28T16:11:13.372331+00:00,CSGO,Rey Kevin Garcia,freya baddie,0
2025-07-28T16:11:14.588421+00:00,CSGO,Sebby,No reaction speed,1
2025-07-28T16:11:21.311264+00:00,CSGO,OG,speech,0
2025-07-28T16:11:30.804045+00:00,CSGO,Counter Strike Clips,No coordination,1
2025-07-28T16:11:32.310095+00:00,CSGO,Abhishek Chauhan,donk and shiro to navi and vitality era is over,0
2025-07-28T16:11:35.217606+00:00,CSGO,aryan,This team has no hope,1
2025-07-28T16:11:37.998214+00:00,CSGO,ez editz,Pathetic performance,1
2025-07-28T16:11:39.040869+00:00,CSGO,JW ice way,good game furia,0
2025-07-28T16:11:39.732661+00:00,CSGO,MITH,harry keep playing lmaoo,0
2025-07-28T16:11:42.996622+00:00,CSGO,El_Lulaa,No awareness,1
2025-07-28T16:11:43.049558+00:00,CSGO,Scrub,Shiro looked good as always. Ppl say this and that about chopper but good in-game leader,0
2025-07-28T16:11:43.130657+00:00,CSGO,WALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOW,haha pihillip3k!!,0
2025-07-28T16:11:45.243534+00:00,CSGO,cheeweng ong,9-3 GAME 10-13 WOW,0
2025-07-28T16:11:51.705527+00:00,CSGO,OG,faze,0
2025-07-28T16:11:53.821608+00:00,CSGO,Abhishek Chauhan,right,0
2025-07-28T16:11:57.979559+00:00,CSGO,Bobur Nosirov,is he leaving,0
2025-07-28T16:11:57.997053+00:00,CSGO,Brian Anderson,Screw CS I’m here for the Dispatch,0
2025-07-28T16:11:58.404119+00:00,CSGO,WALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOW,No coordination,1
2025-07-28T16:12:06.165039+00:00,CSGO,JW ice way,i bet on furia they are way better togehter,0
2025-07-28T16:12:12.640605+00:00,CSGO,Specktacular,I just saw a man fall to his knees in the DHL office,0
2025-07-28T16:12:12.848649+00:00,CSGO,rawgen 1.618,chopper tactic won: donk go kill,0
2025-07-28T16:12:16.401735+00:00,CSGO,Cobey Caney (Kobe),what am I watching,0
2025-07-28T16:12:18.273612+00:00,CSGO,Counter Strike Clips,He can’t make smart plays,1
2025-07-28T16:12:21.506758+00:00,CSGO,MITH,:face-fuchsia-tongue-out::face-orange-biting-nails::face-orange-biting-nails:,0
2025-07-28T16:12:21.585928+00:00,CSGO,El_Lulaa,when season 2 of the cs office drops?,0
2025-07-28T16:12:25.341748+00:00,CSGO,Abhishek Chauhan,falcon EZ,0
2025-07-28T16:12:26.248855+00:00,CSGO,Abdul Hossain,was that 3kliks?,0
2025-07-28T16:12:37.214218+00:00,CSGO,AombieZandy,He is getting farmed,1
2025-07-28T16:12:44.227388+00:00,CSGO,Firebal,3kliksphilip greatest of all time!,0
2025-07-28T16:12:45.46952+00:00,CSGO,Mono kkkkk,No positioning,1
2025-07-28T16:12:50.320938+00:00,CSGO,johnny Brravo,:trophy-yellow-smiling:,0
2025-07-28T16:12:56.996282+00:00,CSGO,Eviate,Losing confidence,1
2025-07-28T16:12:57.785479+00:00,CSGO,El_Lulaa,He is getting destroyed every fight,1
2025-07-28T16:13:00.290807+00:00,CSGO,Abhishek Chauhan,keyosuke = donk lite,0
2025-07-28T16:13:02.087731+00:00,CSGO,Astro,This guy is a liability,1
2025-07-28T16:13:02.609716+00:00,CSGO,z1nas,laughing out loud,0
2025-07-28T16:13:04.788463+00:00,CSGO,CarlJohnson,This is disaster,1
2025-07-28T16:13:18.860552+00:00,CSGO,Wilbert Post,The Office spinoff CS Themed,0
2025-07-28T16:13:19.615532+00:00,CSGO,MITH,No discipline whatsoever,1
2025-07-28T16:13:23.879419+00:00,CSGO,Antonio Benegas Lynch,No improvement,1
2025-07-28T16:13:24.770742+00:00,CSGO,Joz1 Farkaš,choppera IGLing last 10min: get donk AK47 and stay away,0
2025-07-28T16:13:27.393284+00:00,CSGO,Erik Metsoja,this was nice haha,0
2025-07-28T16:13:28.051337+00:00,CSGO,AombieZandy,This is low-level gameplay,1
2025-07-28T16:13:28.214368+00:00,CSGO,aryan,Oscar for you lil friend,0
2025-07-28T16:13:28.260752+00:00,CSGO,Norwegian Rain,Oscar,0
2025-07-28T16:13:29.815967+00:00,CSGO,Cygnus X,niiice,0
2025-07-28T16:13:31.621172+00:00,CSGO,Davide Galli,Assistent to the DHL,0
2025-07-28T16:13:31.880263+00:00,CSGO,OG,start bratan,0
2025-07-28T16:13:32.363232+00:00,CSGO,GALAXY,Is this office reference?,0
2025-07-28T16:13:34.13423+00:00,CSGO,Tayl,ESL skits are elite,0
2025-07-28T16:13:35.157373+00:00,CSGO,MissouriOutlaw,clap,0
2025-07-28T16:13:35.795148+00:00,CSGO,Marko Djurdjevic,He keeps feeding,1
2025-07-28T16:13:38.662888+00:00,CSGO,Cobey Caney (Kobe),just no,0
2025-07-28T16:13:42.943438+00:00,CSGO,tappingsx,It`s great movie,0
2025-07-28T16:13:47.329969+00:00,CSGO,z1nas,That timing was awful,1
2025-07-28T16:13:48.006013+00:00,CSGO,Cygnus X,He’s costing them everything,1
2025-07-28T16:13:50.248752+00:00,CSGO,Kyle Foust,I actually liked this one surprisingly,0
2025-07-28T16:13:50.863024+00:00,CSGO,Antonio Benegas Lynch,Pretty cool,0
2025-07-28T16:13:54.439801+00:00,CSGO,Greg,No impact fragging,1
2025-07-28T16:13:55.97921+00:00,CSGO,dumagang,:face-red-droopy-eyes:,0
2025-07-28T16:13:58.775064+00:00,CSGO,Jonas Keunecke,damn that's pretty elaborate,0
2025-07-28T16:14:04.003432+00:00,CSGO,SiaAlawieh,neckbeards saying its embarrassing don't get the refrence haha,0
2025-07-28T16:14:05.64722+00:00,CSGO,MrFlamie,autora was hard donked !!!,0
2025-07-28T16:14:08.429686+00:00,CSGO,El_Lulaa,collecting firms for a second season,0
2025-07-28T16:14:16.016977+00:00,CSGO,Abhishek Chauhan,"zywoo , ropz , donk , monesy ,niko :trophy-yellow-smiling::trophy-yellow-smiling::trophy-yellow-smiling::trophy-yellow-smiling:",0
2025-07-28T16:14:19.429046+00:00,CSGO,b3,get right haha,0
2025-07-28T16:14:38.202846+00:00,CSGO,Hussain,MAJOR SHOULD BE GIVEN TO ESL,0
2025-07-28T16:14:41.96327+00:00,CSGO,JW ice way,He’s first to die every round,1
2025-07-28T16:14:42.578129+00:00,CSGO,Norwegian Rain,@GALAXY What do you mean? This is the original Office,0
2025-07-28T16:14:55.300709+00:00,CSGO,Erik Metsoja,HAHAHA nah friend @JW ice way,0
2025-07-28T16:14:59.607296+00:00,CSGO,MrFlamie,Aurora was hard donked !!,0
2025-07-28T16:15:03.870455+00:00,CSGO,Z,the Dispatch was great!,0
2025-07-28T16:15:03.92635+00:00,CSGO,Claire Onggara,chopper better then donk,0
2025-07-28T16:15:17.091996+00:00,CSGO,cheeweng ong,2.4 R,0
2025-07-28T16:15:22.608473+00:00,CSGO,TGSN _,@norwegian rain,0
2025-07-28T16:15:24.87862+00:00,CSGO,GP,That was bad,1
2025-07-28T16:15:27.479052+00:00,CSGO,MrFlamie,turks cant play cs only with faceit radars and toxic bots,1
2025-07-28T16:15:28.020333+00:00,CSGO,zro.onefour,zywoo better team player,0
2025-07-28T16:15:32.050777+00:00,CSGO,JW ice way,100% DID U SAW LASST 2 GAMES,0
2025-07-28T16:15:36.087305+00:00,CSGO,Abhishek Chauhan,zywoo greatest of all time,0
2025-07-28T16:15:41.094678+00:00,CSGO,TobyEsterhase,NAF performance on mirage one of the worst of all time in pro play trash players,1
2025-07-28T16:15:49.482527+00:00,CSGO,Scrimy,is this falcons elimination match or are they getting elminated tomorrow?,0
2025-07-28T16:15:50.3127+00:00,CSGO,Kelvinini,This roster is finished,1
2025-07-28T16:16:03.665449+00:00,CSGO,JW ice way,He is losing rounds,1
2025-07-28T16:16:04.281183+00:00,CSGO,Erik Metsoja,He’s getting punished constantly,1
2025-07-28T16:16:04.479914+00:00,CSGO,Johnny Blaxxx,He’s getting farmed,1
2025-07-28T16:16:06.126102+00:00,CSGO,Someone,@Scrimy Elimination match,0
2025-07-28T16:28:51.76701+00:00,CSGO,Hellb0y2199,molotov means incendiary,0
2025-07-28T16:28:52.140144+00:00,CSGO,rikingg,He is losing everything,1
2025-07-28T16:28:53.37273+00:00,CSGO,Jaziero,CARALHO,1
2025-07-28T16:28:53.584543+00:00,CSGO,Cezary,No discipline,1
2025-07-28T16:28:58.356893+00:00,CSGO,buruusu,MONESY AND NIKO USELESS,1
2025-07-28T16:28:59.282003+00:00,CSGO,ous1a makihika,Caralho,1
2025-07-28T16:29:01.715301+00:00,CSGO,adikiba20,@Aylie train mirage dust 2,0
2025-07-28T16:29:03.39722+00:00,CSGO,a444,vamooooos,0
2025-07-28T16:29:08.235593+00:00,CSGO,OG,VAMOS CARALHO,0
2025-07-28T16:29:11.295138+00:00,CSGO,RQG,support emote,0
2025-07-28T16:29:16.512429+00:00,CSGO,John,furia choose first amp,0
2025-07-28T16:29:17.823859+00:00,CSGO,Gudetama,He is getting stomped,1
2025-07-28T16:29:17.839699+00:00,CSGO,YaKult,vamo caraleo,0
2025-07-28T16:29:19.229619+00:00,CSGO,Jonas Keunecke,@thisandablunt it's true,0
2025-07-28T16:29:20.373317+00:00,CSGO,Wildan F,NA signature,0
2025-07-28T16:29:21.856452+00:00,CSGO,Saphace,@Cezary :face-purple-crying::text-green-game-over:,0
2025-07-28T16:29:22.812386+00:00,CSGO,BreachESO,LETS GOOO FURIA,0
2025-07-28T16:29:23.001669+00:00,CSGO,Maverick _10,wow nice autograph,0
2025-07-28T16:29:23.422481+00:00,CSGO,Djoko,this guy knows 10 english words,0
2025-07-28T16:29:25.108427+00:00,CSGO,Hellb0y2199,what the heck is that sign.,0
2025-07-28T16:29:30.917608+00:00,CSGO,ALmusic,NIKO LATS GOOOO 3 9,0
2025-07-28T16:29:33.041787+00:00,CSGO,Kee U,He makes everything worse,1
2025-07-28T16:29:33.367492+00:00,CSGO,Caio Tavares,vamo caralho,0
2025-07-28T16:29:33.397802+00:00,CSGO,Jaziero,Pimps polo is way too small,1
2025-07-28T16:29:35.25889+00:00,CSGO,Robert B,kayasake will topfrag again,0
2025-07-28T16:29:40.219136+00:00,CSGO,Blockt H,Falcon has that Drama to they're Style of PLAY,0
2025-07-28T16:29:42.18727+00:00,CSGO,OG,:text-green-game-over:,0
2025-07-28T16:29:42.995548+00:00,CSGO,Peashooterlol Not,kyo-cukablyat,1
2025-07-28T16:29:43.054739+00:00,CSGO,Aylie,That miss was unacceptable,1
2025-07-28T16:29:46.546688+00:00,CSGO,Animatorskii,good game,0
2025-07-28T16:29:46.947145+00:00,CSGO,ooi zu chen,That was bad play,1
2025-07-28T16:29:47.054434+00:00,CSGO,woddson,He is useless in fights,1
2025-07-28T16:29:47.360324+00:00,CSGO,Matt Bentley,Rip hulk hogan,0
2025-07-28T16:29:48.389074+00:00,CSGO,Mono kkkkk,@Maverick _10 yea right ?!,0
2025-07-28T16:29:48.677109+00:00,CSGO,ROCKETMAN,bugs bugs bugs bugs,0
2025-07-28T16:29:49.102165+00:00,CSGO,Michael Politakis,i hope falcons lose this and disband from shame,0
2025-07-28T16:29:49.560252+00:00,CSGO,Merlinseal,wheres is s1mple?,0
2025-07-28T16:29:51.078581+00:00,CSGO,Hellb0y2199,That was ego peek mistake,1
2025-07-28T16:29:53.057045+00:00,CSGO,Фаиг Гулуев,He is getting farmed,1
2025-07-28T16:29:57.989376+00:00,CSGO,Saphace,He can’t win important fights,1
2025-07-28T16:30:02.557175+00:00,CSGO,mybr1th,He can’t clutch,1
2025-07-28T16:30:02.566436+00:00,CSGO,thisandablunt,accutane asap,0
2025-07-28T16:30:03.20735+00:00,CSGO,buruusu,MONGOLZ WILL WIN IT ALL,0
2025-07-28T16:30:03.251522+00:00,CSGO,Gudetama,Kyo carry falcons again?,0
2025-07-28T16:30:03.33377+00:00,CSGO,Kee U,MOTOBOY vs KAWASAKI,0
2025-07-28T16:30:03.709831+00:00,CSGO,ous1a makihika,He’s losing every aim duel,1
2025-07-28T16:30:04.074222+00:00,CSGO,ibra,He is useless,1
2025-07-28T16:30:08.135358+00:00,CSGO,odko od,Punished nonstop,1
2025-07-28T16:30:09.963883+00:00,CSGO,Saphace,@Jaziero not only his polo,0
2025-07-28T16:30:09.984586+00:00,CSGO,Shanks Sk,RIP Ozzy!,0
2025-07-28T16:30:10.741983+00:00,CSGO,Ikk0maa,Whoever wins this is going to play faze right?,0
2025-07-28T16:30:14.155828+00:00,CSGO,Carlos Eduardo Bruno,im brazilian but let's go kyosuke,0
2025-07-28T16:30:16.860779+00:00,CSGO,Mono kkkkk,He’s panic spraying,1
2025-07-28T16:30:17.771175+00:00,CSGO,Jason X,COME ON NEW FALCONS LOVEEEE,0
2025-07-28T16:30:20.688873+00:00,CSGO,GfHlnaa,2-0 FURIA,0
2025-07-28T16:30:22.01459+00:00,CSGO,The Noolie,He’s not even aiming properly,1
2025-07-28T16:30:22.382487+00:00,CSGO,Michael Politakis,i hope falcons lose this and disband from shame,1
2025-07-28T16:30:23.768588+00:00,CSGO,mybr1th,INDIA LOVE INDONESIA INDIA LOVE INDONESIA INDIA LOVE INDONESIA INDIA LOVE INDONESIA INDIA LOVE INDONESIA,0
2025-07-28T16:30:24.638191+00:00,CSGO,Olaf Kawala,This is painful,1
2025-07-28T16:30:28.473948+00:00,CSGO,Faegh Yahya,"yekindar going out with 28kills, remember",0
2025-07-28T16:30:29.005477+00:00,CSGO,Gustavo Dantas,kascerat,0
2025-07-28T16:30:30.219119+00:00,CSGO,Gudetama,That was bad play,1
2025-07-28T16:30:37.52167+00:00,CSGO,John,nah faze vs spirit tomorrow,0
2025-07-28T16:30:38.311487+00:00,CSGO,Giang Phan,He can’t aim,1
2025-07-28T16:30:38.678717+00:00,CSGO,OG,mmm nice,0
2025-07-28T16:30:42.232899+00:00,CSGO,Lenon,He is useless,1
2025-07-28T16:30:42.965898+00:00,CSGO,viz3,@The Noolie :face-green-smiling::face-green-smiling::face-green-smiling:,0
2025-07-28T16:30:45.948606+00:00,CSGO,ABL_OKEN,navi,0
2025-07-28T16:30:47.379637+00:00,CSGO,ALmusic,You sound stupid with that accent,1
2025-07-28T16:30:47.781598+00:00,CSGO,llaMa,@woddson keep yourself safe,0
2025-07-28T16:30:47.942663+00:00,CSGO,Loh -,MOLODOY @ chun doi,0
2025-07-28T16:30:48.309911+00:00,CSGO,Baki,nah babandır LAN event,0
2025-07-28T16:30:48.553926+00:00,CSGO,Hai Dang Anhh,bitch,1
2025-07-28T16:30:49.029204+00:00,CSGO,Michael Politakis,i hope falcons lose this and disband from shame,1
2025-07-28T16:30:50.988898+00:00,CSGO,JW ice way,FALCONS GO BACK TO DESERT,0
2025-07-28T16:30:51.543264+00:00,CSGO,mybr1th,INDIA LOVE INDONESIA INDIA LOVE INDONESIA INDIA LOVE INDONESIA INDIA LOVE INDONESIA INDIA LOVE INDONESIA,0
2025-07-28T16:30:53.199983+00:00,CSGO,John,He is losing rounds,1
2025-07-28T16:30:54.168825+00:00,CSGO,Twentyoneenie,I LOVE FRANCE I LOVE FRANCE I LOVE FRANCE,0
2025-07-28T16:30:54.340479+00:00,CSGO,Matt Bentley,@cezary went hiking with his friend and they 69’d,1
2025-07-28T16:30:54.483551+00:00,CSGO,bruh,falcon go fuck yourself,1
2025-07-28T16:30:55.854788+00:00,CSGO,Jaziero,KJOSUK will destroy furia,0
2025-07-28T16:30:57.09013+00:00,CSGO,OG,VAMOOO,0
2025-07-28T16:30:57.78473+00:00,CSGO,LightCold,whos furia coach so buffed,0
2025-07-28T16:30:58.77439+00:00,CSGO,Hellb0y2199,That was horrible,1
2025-07-28T16:30:59.191749+00:00,CSGO,Rohan,They look unprepared,1
2025-07-28T16:30:59.624061+00:00,CSGO,Gustavo Dantas,No awareness at all,1
2025-07-28T16:30:59.976278+00:00,CSGO,Saphace,"Holy shit, faze vs spirit",0
2025-07-28T16:31:00.948576+00:00,CSGO,Gudetama,He gets read easily,1
2025-07-28T16:31:06.902083+00:00,CSGO,Abdumalik Anvarjonov,lezgooo Falcons,0
2025-07-28T16:31:07.658226+00:00,CSGO,Michael Politakis,i hope falcons lose this and die from shame fuck you,1
2025-07-28T16:31:08.228198+00:00,CSGO,The ExXeMoS,Yet another falcons elimination game,0
2025-07-28T16:31:08.515342+00:00,CSGO,Mono kkkkk,first map is train,0
2025-07-28T16:31:09.919411+00:00,CSGO,GP,boom boom boom BOOM,0
2025-07-28T16:31:10.582318+00:00,CSGO,Giang Phan,kyousuke monesy Niko carry please!,0
2025-07-28T16:31:12.853649+00:00,CSGO,Cezary,They’re playing like bots,1
2025-07-28T16:31:15.028035+00:00,CSGO,John,This is wipe,1
2025-07-28T16:31:15.639439+00:00,CSGO,breh,OIL MONEY VS FALLEN AND HIS KIDS,0
2025-07-28T16:31:18.153213+00:00,CSGO,thisandablunt,He’s throwing again,1
2025-07-28T16:31:21.181629+00:00,CSGO,ABL_OKEN,vitalty beginner,0
2025-07-28T16:31:26.130663+00:00,CSGO,Enkhee YT,Fuck you falcons,1
2025-07-28T16:31:27.559782+00:00,CSGO,ous1a makihika,This is painful to watch,1
2025-07-28T16:31:28.538321+00:00,CSGO,thisandablunt,worst spectator map,0
2025-07-28T16:31:29.911839+00:00,CSGO,Gudetama,c'mon falconsss,0
2025-07-28T16:31:33.833216+00:00,CSGO,CHC,Les go Fooria,0
2025-07-28T16:31:34.231957+00:00,CSGO,Sher,ALGA QAZAQSTANALGA MOLODOYMOLOGOAT ALGA BRASIL VAMOS FURIA!!!!!!,0
2025-07-28T16:31:35.924198+00:00,CSGO,Maverick _10,lets go furia...lets go falcons...give us a banger,0
2025-07-28T16:31:39.09204+00:00,CSGO,Nino Latif,Kyxsan king,0
2025-07-28T16:31:48.469911+00:00,CSGO,Mono kkkkk,if you dont play scared as T on train its 80% fine :D,0
2025-07-28T16:31:50.468853+00:00,CSGO,นิติภูมิ เทียนทอง,That was unnecessary aggression,1
2025-07-28T16:31:51.227655+00:00,CSGO,davvg,"what fuck is wrong with falcon, are they dumb or something",1
2025-07-28T16:31:52.990368+00:00,CSGO,Umair,He’s reason for loss,1
2025-07-28T16:31:55.293908+00:00,CSGO,rikingg,He’s a walking throw,1
2025-07-28T16:31:56.155491+00:00,CSGO,Jonas Keunecke,uff furia is hot,0
2025-07-28T16:31:58.806825+00:00,CSGO,Expl0sive,Choko,0
2025-07-28T16:32:00.477155+00:00,CSGO,jsdaking,G2 such bad player,0
2025-07-28T16:32:01.94898+00:00,CSGO,viz3,nais,0
2025-07-28T16:32:03.19871+00:00,CSGO,Valendorf,This team is falling apart,1
2025-07-28T16:32:04.122679+00:00,CSGO,CherryAxe,Falbots where,0
2025-07-28T16:32:10.035302+00:00,CSGO,y,"Monesy bad player, you should die in shame",1
2025-07-28T16:32:10.296485+00:00,CSGO,John,hahahahahah,0
2025-07-28T16:32:11.485667+00:00,CSGO,Gudetama,NT NY,0
2025-07-28T16:32:13.185954+00:00,CSGO,Phiileh,That was wasted utility,1
2025-07-28T16:32:13.609335+00:00,CSGO,ALmusic,They look like they’re trolling,1
2025-07-28T16:32:14.575476+00:00,CSGO,Saphace,He keeps throwing,1
2025-07-28T16:32:15.736411+00:00,CSGO,OG,go fuck yourself,1
2025-07-28T16:32:18.269567+00:00,CSGO,JW ice way,TO)LD U GUYS,0
2025-07-28T16:32:20.206771+00:00,CSGO,flowz,No clutch,1
2025-07-28T16:32:21.538388+00:00,CSGO,Hellb0y2199,haha nikobot,0
2025-07-28T16:32:24.636823+00:00,CSGO,Zul Fahmi,CAT FURIA ⬛:cat-orange-whistling:,0
2025-07-28T16:32:26.440901+00:00,CSGO,davvg,He loses every round,1
2025-07-28T16:32:26.570338+00:00,CSGO,Wyn H,"teses bad player, close range db but 0 kills?",0
2025-07-28T16:32:27.046186+00:00,CSGO,Michael Politakis,No contribution at all,1
2025-07-28T16:32:27.177586+00:00,CSGO,Bayarjargal UB,No reaction,1
2025-07-28T16:32:27.429819+00:00,CSGO,HM,nice pistol choke,0
2025-07-28T16:32:28.745218+00:00,CSGO,Umair,are you from Pakistan? that poor trash country,1
2025-07-28T16:32:28.89679+00:00,CSGO,Jayson Ong,falcon de_aiport,0
2025-07-28T16:32:28.94112+00:00,CSGO,Jiiin,rainbow six better,0
2025-07-28T16:32:29.156703+00:00,CSGO,SakayuX,losers eliminated or not yet? ,1
2025-07-28T16:32:29.235075+00:00,CSGO,Vishal choudhary,paki bots in the chat,0
2025-07-28T16:32:30.943973+00:00,CSGO,Gudetama,nt falconss,0
2025-07-28T16:32:31.688006+00:00,CSGO,Wildan F,This is complete stomp,1
2025-07-28T16:32:32.621028+00:00,CSGO,John,falcons lossing this mark my word. they're fucking losers,1
2025-07-28T16:32:35.114633+00:00,CSGO,Giang Phan,falcons will take rifle round,0
2025-07-28T16:32:36.49195+00:00,CSGO,Sher,ALGA QAZAQSTANALGA MOLODOYMOLOGOAT ALGA BRASIL VAMOS FURIA!!!!!!,0
2025-07-28T16:32:39.969861+00:00,CSGO,Densky Kusuma,million dolars team,0
2025-07-28T16:32:40.901677+00:00,CSGO,Flag456,flopcins,0
2025-07-28T16:32:42.60341+00:00,CSGO,Khegy,No discipline,1
2025-07-28T16:32:48.815274+00:00,CSGO,John,woedsye lossing eliminate,0
2025-07-28T16:32:51.940229+00:00,CSGO,JimmyTheB,@The noolie lool,0
2025-07-28T16:32:58.012275+00:00,CSGO,Naima,falcons fly home,0
2025-07-28T16:32:58.38427+00:00,CSGO,The Playful Jarl,"falcons are loser, and loser goes home",1
2025-07-28T16:33:03.888964+00:00,CSGO,4Thelolz,That was a free frag missed,1
2025-07-28T16:33:06.937019+00:00,CSGO,Gudetama,He ruins games,1
2025-07-28T16:33:07.106456+00:00,CSGO,Michael Politakis,i hope falcons lose this and disband from shame,1
2025-07-28T16:33:07.555904+00:00,CSGO,Jean John,@Jiiin just leave.,0
2025-07-28T16:33:07.617857+00:00,CSGO,Become ungovernable,N0ko,0
2025-07-28T16:33:08.713971+00:00,CSGO,Nino Latif,They’re falling apart mentally,1
2025-07-28T16:33:09.7124+00:00,CSGO,Enkhee YT,Your parents must be ashamed of you falcon fucking loser,1
2025-07-28T16:33:11.186989+00:00,CSGO,Wardell,He has no map awareness,1
2025-07-28T16:33:17.822322+00:00,CSGO,Phil,nIkO pLUs MoNeSy MaGiC,0
2025-07-28T16:33:19.40905+00:00,CSGO,John,That useless peek lost it,1
2025-07-28T16:33:22.406823+00:00,CSGO,Jiiin,No game sense,1
2025-07-28T16:33:23.26554+00:00,CSGO,ous1a makihika,That rotation timing was bad,1
2025-07-28T16:33:26.252958+00:00,CSGO,let me parry her,He’s tilting the whole team,1
2025-07-28T16:33:34.328157+00:00,CSGO,Enkhee YT,No aim,1
2025-07-28T16:33:36.264636+00:00,CSGO,JimmyTheB,He can’t aim properly,1
2025-07-28T16:33:39.699692+00:00,CSGO,Lawless 05,time to but s1mple dudes,0
2025-07-28T16:33:41.766247+00:00,CSGO,Dave Dave,"atleast 2 for 1 man in favor of Falcons, no OT. I got 500 dollar on this. LETS GO FALCON!!!",0
2025-07-28T16:33:41.943811+00:00,CSGO,Jean John,"@Jiiin I heard you, leave.",0
2025-07-28T16:33:42.62904+00:00,CSGO,Gudetama,NT NT,0
2025-07-28T16:33:43.706458+00:00,CSGO,Anomalous,already good game,0
2025-07-28T16:33:47.496109+00:00,CSGO,fenkshui,That peek again was useless,1
2025-07-28T16:33:48.944744+00:00,CSGO,Shinhwa Gaming,Furia picked train,0
2025-07-28T16:33:49.405234+00:00,CSGO,let me parry her,One-man collapse,1
2025-07-28T16:33:50.122705+00:00,CSGO,musssyyy,That was wasted opportunity,1
2025-07-28T16:33:52.078246+00:00,CSGO,Enkhee YT,Which team pick train,0
2025-07-28T16:33:52.85559+00:00,CSGO,CherryAxe,Mongolz was on another level,0
2025-07-28T16:33:56.316036+00:00,CSGO,Hellb0y2199,He gets destroyed,1
2025-07-28T16:33:56.944401+00:00,CSGO,Danny DeWolverito,He has no impact,1
2025-07-28T16:33:57.463284+00:00,CSGO,Phil,36 I love birds!,0
2025-07-28T16:33:58.008802+00:00,CSGO,Maverick _10,That was throw moment,1
2025-07-28T16:34:00.367449+00:00,CSGO,Jiiin,@Jean John rainbow six better,0
2025-07-28T16:34:01.601936+00:00,CSGO,Iceb1s,Falcons,0
2025-07-28T16:34:02.161916+00:00,CSGO,Oleczek1337,That was desperate play,1
2025-07-28T16:34:02.261311+00:00,CSGO,Gudetama,c'mon debut boy,0
2025-07-28T16:34:02.272797+00:00,CSGO,Christian Eden,That was a throw,1
2025-07-28T16:34:02.463116+00:00,CSGO,Michael Politakis,@JimmyTheB so much shame arabs cant stand it,1
2025-07-28T16:34:03.614495+00:00,CSGO,Gayman11,falcons =,0
2025-07-28T16:34:03.655824+00:00,CSGO,Patience,syfm,0
2025-07-28T16:34:05.305502+00:00,CSGO,MasqueradeL4D2,Falcons TOP lgbt team!!!! Suckers,1
2025-07-28T16:34:06.060592+00:00,CSGO,Alv Sher,fallen train supremacy,0
2025-07-28T16:34:07.898763+00:00,CSGO,Lustra2506,He’s getting bullied in fights,1
2025-07-28T16:34:09.654111+00:00,CSGO,viz3,they should buy donk and zywoo,0
2025-07-28T16:34:10.120604+00:00,CSGO,SATYAJEET KUMAR,Gay swinging Gayyyyy falcons,1
2025-07-28T16:34:10.316973+00:00,CSGO,Emma,Niko ???,0
2025-07-28T16:34:10.363624+00:00,CSGO,Lawless 05,furia picked Train,0
2025-07-28T16:34:10.462854+00:00,CSGO,Nature Spring,letsgoo furia,0
